"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Advancing the Optimization of Cross-Dipole Antennas Through Pixelated Design Techniques","L. -L. Chen; F. Jiang; L. -H. Ye; D. -L. Wu; J. -F. Li","School of Physicals and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China; School of Physicals and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China; School of Physicals and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China; School of Physicals and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China; School of Physicals and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China","2024 IEEE 10th International Symposium on Microwave, Antenna, Propagation and EMC Technologies for Wireless Communications (MAPE)","31 Dec 2024","2024","","","1","3","A novel cross dipole antenna, utilizing pixelation for design, is proposed. The unique feature of this antenna in that the use of pixels to shape the radiator through an Internal Multi-port Method (IMPM), ensuring impedance matching and bandwidth performance. This approach overcomes manual design limitations and yields performance metrics comparable to conventional methods while enhancing simulation design efficiency. By using this method, the impedance bandwidth achieved at port 1 of the antenna amounts to 50.5% (∣S11∣ < 10 dB within 1.66–2.78 GHz), the impedance bandwidth at port 2 is 51.4% (∣S22∣<10dB within 1.66-2.81GHz), and the isolation between the two ports can reach 25 dB within the frequency band.","2995-1984","979-8-3315-3392-2","10.1109/MAPE62875.2024.10813652","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10813652","Dipole Antenna;Pixel;Internal Multi-port Method (IMPM)","Microwave antennas;Image quality;Wireless communication;Source separation;Dipole antennas;Design methodology;Simulation;Bandwidth;Impedance;Optimization","","","","10","IEEE","31 Dec 2024","27-30 Nov. 2024","27-30 Nov. 2024","IEEE","IEEE Conferences"
"A Novel Gain-Enhanced Miniaturized and Lightweight Vivaldi Antenna","A. Hossain; A. -V. Pham","Department of Electrical and Computer Engineering, University of California at Davis, Davis, CA, USA; Department of Electrical and Computer Engineering, University of California at Davis, Davis, CA, USA",IEEE Transactions on Antennas and Propagation,"20 Dec 2023","2023","71","12","9431","9439","In this article, we present the design, prototyping, and characterization of an electrically smaller ( $0.36\lambda _{{0}} \times 0.29\lambda _{{0}} \times 0.002\lambda _{{0}}$ ) Vivaldi antenna with enhanced gain performance. The antenna covers a bandwidth of 450 MHz–10 GHz with an average forward realized gain of 10.82 dBi. By applying a novel technique called “cascaded cavity-based substrate cut-out (CCSC),” we were able to increase the low-frequency gain within an electrically smaller Vivaldi antenna. Because the dielectric material has been removed around cavity locations, the antenna’s overall weight is reduced, giving it a high gain per unit substrate weight/volume. The high-frequency gain of the antenna has been improved with a pixelated bilayer metallic director, which flattens the antenna’s overall gain profile over a wider band range. The antenna was constructed using a low-loss RT/duroid 5880 board. The measurement results match the simulation satisfactorily.","1558-2221","","10.1109/TAP.2023.3310611","Department of the Navy, Office of Naval Research(grant numbers:N00014-22-1-2167); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10242339","Cavity antenna;gain-enhanced antenna;low-weight antenna;miniaturized antenna;Vivaldi antenna","Gain;Antennas;Vivaldi antennas;Current density;Resonant frequency;Slot antennas;Aperture antennas","","21","","29","IEEE","6 Sep 2023","Dec. 2023","","IEEE","IEEE Journals"
"QR-Code Pixelated Antenna with Multi-Factor Authentication for Wireless and Security Applications","H. J. Basherlou; A. Ullah; N. O. Parchin; C. H. See; R. A. Abd-Alhameed","Engineering and the Built Environment, School of Computing, Edinburgh Napier University, Edinburgh, UK; Faculty of Engineering and Informatics, University of Bradford, Bradford, UK; Engineering and the Built Environment, School of Computing, Edinburgh Napier University, Edinburgh, UK; Engineering and the Built Environment, School of Computing, Edinburgh Napier University, Edinburgh, UK; Faculty of Engineering and Informatics, University of Bradford, Bradford, UK","2023 First International Conference on Microwave, Antenna and Communication (MAC)","13 Jul 2023","2023","","","1","4","Quick response (QR) codes can be used for antenna applications, in addition to being used as information-sharing and security devices. QR-Code pixelated antennas present a game-changing solution for wireless communication and security applications. Their ability to facilitate efficient data transfer, compact form factor, compatibility with existing infrastructure, and enhanced security measures make them highly desirable for a wide range of applications, ranging from consumer electronics to industrial systems. The aim of this paper is to demonstrate the feasibility and success of QR code structures as antennas in wireless communication applications. It is designed on a low-cost FR4 substrate board. The suggested antenna configuration contains a modified coaxial-fed patch resonator with a QR pixelated configuration and a full ground plane providing a broad bandwidth of 8 to 9.6 GHz. The critical characteristics have been examined in simulations and sufficient return loss, radiation gain, levels are all achievable with the planned compact QR antenna design.","","979-8-3503-0300-1","10.1109/MAC58191.2023.10177088","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177088","QR;coaxial-fed patch;dual-authentication;pixelated antenna;wireless applications","Wireless communication;Microwave antennas;Image quality;Multi-factor authentication;QR codes;Microwave communication;Distance measurement","","2","","30","IEEE","13 Jul 2023","24-26 March 2023","24-26 March 2023","IEEE","IEEE Conferences"
"The Design of Pixelated SIW Horn Antennas With Nearly Equal Beamwidths Using Binary Ink Stamp Optimization","J. Zechmeister; J. Lacik; P. Kadlec","Department of Radio Electronics, Faculty of Electrical Engineering and Communication, Brno University of Technology, Brno, Czech Republic; Department of Radio Electronics, Faculty of Electrical Engineering and Communication, Brno University of Technology, Brno, Czech Republic; Department of Radio Electronics, Faculty of Electrical Engineering and Communication, Brno University of Technology, Brno, Czech Republic",IEEE Access,"9 Sep 2021","2021","9","","122216","122227","In this paper, linearly and circularly polarized single-layer Substrate Integrated Waveguide (SIW) horn antennas with nearly equal half power beamwidths in principal planes for the 24 GHz ISM band are designed. The uniqueness of the solution lies in the application of a pixelated structure to the design of these SIW horn antennas. For the design, a novel heuristic algorithm called Binary Ink Stamp Optimization is proposed. At first, the ability of the proposed algorithm is proved over fifteen benchmark functions and compared with the results of six state-of-the-art optimization algorithms. Then, the novel algorithm is exploited for the design of the pixelated part of the antennas. The antennas are manufactured using low-cost 3D printing technology. The experimental results prove that the linearly polarized antenna has a reflection coefficient below -18 dB in the whole 24 GHz ISM band. At the center frequency of this band, the antenna gain is 14.2 dBi, and the level of side lobes is below -15 dB in E and H-planes. In addition, E and H-plane half power beamwidths are 26.5° and 25°, respectively. The circularly polarized antenna radiates a right-hand circularly polarized (RHCP) wave, the reflection coefficient, and axial ratio are below -12 dB and 3 dB in the whole 24 GHz ISM band, respectively. At the center frequency of this band, the antenna gain is 8.9 dBi and the level of side lobes is below -7.4 dB in both principal planes. Further, the half power beamwidths in principal planes are 30.6° and 33.4°, respectively.","2169-3536","","10.1109/ACCESS.2021.3109522","Internal Grant Agency of Brno University of Technology; Czech Science Foundation(grant numbers:19-06049S); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9526587","Substrate integrated waveguide (SIW);SIW horn antenna;pixelated antenna;discrete evolutionary algorithm;binary optimization","Horn antennas;Optimization;Ink;Image quality;Gain;Loaded antennas;Substrates","","7","","28","CCBY","31 Aug 2021","2021","","IEEE","IEEE Journals"
"High-gain and Wideband Fabry-Perot Resonator Antenna based on a Pixelated single PRS layer for Ku-band Applications","N. Melouki; A. Hocini; T. A. Denidni","EMT-INRS, Institut National de la Recherche Scientifique, Université du Québec, Montréal, Canada; Department of Electronics, Laboratoire d’Analyse des Signaux et Systèmes, University of M'Sila, M’Sila, Algeria; EMT-INRS, Institut National de la Recherche Scientifique, Université du Québec, Montréal, Canada",2022 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (AP-S/URSI),"21 Sep 2022","2022","","","988","989","In this paper, a wideband and high-gain Fabry Perot Resonator Antenna (FPRA) is proposed. It is based on a synthesized compact, single partially reflective surface (PRS) layer acting as a superstrate to a slot-coupled feed antenna, which acts as a radiating source element for the proposed design. The PRS uses a 2-D printed unit cell, where the lower part is a simple circular-ring Frequency Selective Surface (FSS), incorporated with a synthesized FSS unit cell. This latter acts as the upper part of the proposed PRS layer and provides a positive phase gradient. It is almost perfectly resembles that of the optimum PRS over the desired frequency range, with a relatively high reflection magnitude, making it an efficient superstrate candidate for wideband and high gain FP resonator antennas. The proposed design achieves important performance in terms of impedance bandwidth ranging from 11.9 to 17.6 GHz (38.64 %). In addition, the 3-dB gain bandwidth is 39.11 % from 11.6 to 17.24 GHz, with a maximum peak gain of 14.21 dB achieved at 16 GHz. Consistent and almost invariant radiation patterns are achieved over the Ku-band frequency band of interest.","1947-1491","978-1-6654-9658-2","10.1109/AP-S/USNC-URSI47032.2022.9887266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9887266","","Image quality;Surface impedance;Slot antennas;Resonant frequency;Reflector antennas;Reflection;Broadband antennas","","1","","9","IEEE","21 Sep 2022","10-15 July 2022","10-15 July 2022","IEEE","IEEE Conferences"
"Compact MIMO Systems Utilizing a Pixelated Surface: Capacity Maximization","Y. Zhang; S. Shen; Z. Han; C. -Y. Chiu; R. Murch","Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong; Department of Electronic and Computer Engineering and Institute for Advanced Study (IAS) at the Hong Kong University of Science and Technology, Hong Kong",IEEE Transactions on Vehicular Technology,"20 Sep 2021","2021","70","9","8453","8467","Compact MIMO systems often suffer from degraded channel capacity due to spatial correlation. To overcome this issue, we propose a formulation for the channel capacity of a compact MIMO system that directly links it to the geometry of a pixelated surface embedded into the MIMO system. This formulation allows us to maximize the channel capacity of the MIMO system and straightforwardly obtain the optimum geometry for the pixelated surface that reduces spatial correlation. The key step in obtaining the formulation is to link the pixelated surface geometry to an impedance matrix that allows us to obtain an expression for the systems channel capacity. The formulation is general and can be applied to a wide variety of MIMO antenna systems and geometries. To demonstrate the versatility of the approach, we include a design for a compact 4-port planar inverted-F antenna (PIFA) array integrated with a pixelated surface. Simulations and experiments are provided to evaluate the performance of the compact MIMO system with and without optimization of the surface. It is shown that optimizing the geometry of the pixelated surface can increase channel capacity by 13% and energy efficiency by 19.9% compared to the system without optimization. The importance of the approach is that it provides a link between communication and electromagnetic formulations of MIMO antenna systems.","1939-9359","","10.1109/TVT.2021.3101687","Hong Kong Research Grants Council(grant numbers:16209019); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9506812","Capacity maximization;compact MIMO;mutual coupling;pixelated surface;spatial correlation","MIMO communication;Channel capacity;Image quality;Antennas;Geometry;Surface impedance;Correlation","","20","","44","IEEE","4 Aug 2021","Sept. 2021","","IEEE","IEEE Journals"
"Optimization of pixelated antennas","G. Kiesel; K. Cook","The Advanced Concepts Laboratory Georgia Tech Research Institute Atlanta, GA, USA; The Advanced Concepts Laboratory Georgia Tech Research Institute Atlanta, GA, USA",2015 IEEE International Symposium on Antennas and Propagation & USNC/URSI National Radio Science Meeting,"26 Oct 2015","2015","","","1328","1329","The Computer Aided Design of antennas requires a number of design trades to balance antenna performance and simulation efficiency. For a pixelated antenna, one critical trade to be made is the pixel size of the antenna- the minimum step size with which the antenna design can be manipulated. Using a smaller pixel size leads to a higher resolution design that can achieve performance closer to the theoretical limits; however, the pixel size is also related to the amount of time required to optimize the antenna. An optimal value exists for the pixel size based on electrical size and desired frequency of operation.","1947-1491","978-1-4799-7815-1","10.1109/APS.2015.7305053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7305053","","Aperture antennas;Dipole antennas;Metals;Image quality;Finite difference methods","","5","","6","IEEE","26 Oct 2015","19-24 July 2015","19-24 July 2015","IEEE","IEEE Conferences"
"Frequency Reconfigurable Pixelated Antenna Using VO2 Phase Transition Material","Z. Lou; L. Liao; Y. Wang; Y. Yang; J. Li; S. Yan","School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China; School of Microelectronics, Hefei University of Technology, Hefei, China",2025 IEEE 8th International Symposium on Electromagnetic Compatibility (ISEMC),"22 Dec 2025","2025","","","1","3","This paper presents a frequency-reconfigurable pixelated antenna utilizing vanadium dioxide (VO2) phase-transition control. Three distinct operating modes spanning C-X band are established through thermal reconfiguration of dynamically mapped radiating surfaces: a low-frequency mode (5.48-5.62 GHz) forming a bisymmetric patch, a mid-frequency mode (6.52-6.56 GHz) implementing a W-shaped structure, and a high frequency mode (8.77-8.99 GHz) generating a triangular topology. The antenna features a simple, fabrication-friendly layout whose radiation performance depends critically on VO2 film quality-specifically, the conductivity contrast between insulating and metallic phases. Higher conductivity differentials yield superior radiation characteristics, achieving gains of 6.25-8.45 dBi with stabilized beam pointing at -43° to -39°. Unlike RF-MEMS and other electronically tuned alternatives, this design eliminates bias circuitry, significantly reducing implementation complexity and positioning it as a high potential solution for adaptive wireless communication systems.","","979-8-3315-7915-9","10.1109/ISEMC68048.2025.11292577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11292577","Frequency Reconfigurable;Pixel Antenna;Vanadium Dioxide;Microstrip Patch Antenna","Image quality;Wireless communication;Adaptive systems;Layout;Vanadium;Microstrip antennas;Conductivity;Complexity theory;Topology;Tuning","","","","7","IEEE","22 Dec 2025","10-12 Oct. 2025","10-12 Oct. 2025","IEEE","IEEE Conferences"
"Multiservice Compact Pixelated Stacked Antenna With Different Pixel Shapes for IoT Applications","M. A. Ullah; R. Keshavarz; M. Abolhasan; J. Lipman; N. Shariati","RF and Communication Technologies (RFCT) Research Laboratory, School of Electrical and Data Engineering, Faculty of Engineering and Information Technology, University of Technology Sydney, Broadway, Ultimo, NSW, Australia; RF and Communication Technologies (RFCT) Research Laboratory, School of Electrical and Data Engineering, Faculty of Engineering and Information Technology, University of Technology Sydney, Broadway, Ultimo, NSW, Australia; RF and Communication Technologies (RFCT) Research Laboratory, School of Electrical and Data Engineering, Faculty of Engineering and Information Technology, University of Technology Sydney, Broadway, Ultimo, NSW, Australia; RF and Communication Technologies (RFCT) Research Laboratory, School of Electrical and Data Engineering, Faculty of Engineering and Information Technology, University of Technology Sydney, Broadway, Ultimo, NSW, Australia; RF and Communication Technologies (RFCT) Research Laboratory, School of Electrical and Data Engineering, Faculty of Engineering and Information Technology, University of Technology Sydney, Broadway, Ultimo, NSW, Australia",IEEE Internet of Things Journal,"30 Oct 2023","2023","10","22","19883","19897","This article presents a multiservice pixelated stacked antenna for dual-band application at 5.2 and 5.8-GHz bands. An efficient method for designing multilayer or stacked antennas for multistandard Internet of Things (IoT) applications is proposed in this article. The proposed antenna topology is based on two different pixel shapes and offers essential aspects, such as flexibilities in the design of low-profile single-band or multiband antennas for wireless systems. The antenna design consists of two pixelated layers of radiating patch, consisting of different shaped pixels. The V-shaped binary particle swarm optimization (VBPSO) algorithm has been implemented for the optimization of pixel positions. Only by considering the predefined regions, the antenna can be designed and optimized for various design goals. In the design procedure, triangular-shaped pixels are used to form the principal radiating patch, while square-shaped pixels are implemented on the stacked parasitic patch. Measurement and simulation results are in good agreement which proves the accuracy of the design and simulation procedure. The antenna operates at 5.16–5.21 GHz and 5.79–5.86 GHz. With a compact design, the proposed antenna achieves 4.7 and 4.4-dBi gain at 5.2 and 5.8 GHz, respectively. The proposed antenna design methodology offers great potentials to be aligned with specific design requirements of wireless low-profile IoT devices.","2327-4662","","10.1109/JIOT.2023.3281816","Food Agility Cooperative Research Centre (CRC) Ltd; Commonwealth Government CRC Program; Top-Up Postgraduate Scholarship from Food Agility CRC; industry-led collaboration between industry, research and the community; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10142005","Dual-band antenna;Internet of Things (IoT);optimization method;pixelated patch;stacked antenna","Antennas;Internet of Things;Image quality;Transfer functions;Shape;Dual band;Design methodology","","7","","65","IEEE","1 Jun 2023","15 Nov.15, 2023","","IEEE","IEEE Journals"
"A Miniaturized Reconfigurable Antenna using Quantum Genetic Algorithm Optimization","R. M. Bichara; F. A. -Z. Asadallah; M. Awad; J. Costantine","Electrical and Computer Engineering department, American University of Beirut, Beirut, Lebanon; Electrical and Computer Engineering department, American University of Beirut, Beirut, Lebanon; Electrical and Computer Engineering department, American University of Beirut, Beirut, Lebanon; Electrical and Computer Engineering department, American University of Beirut, Beirut, Lebanon",2021 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (APS/URSI),"16 Feb 2022","2021","","","763","764","This paper presents a volumetrically folded antenna design that is further miniaturized and reconfigured by employing Quantum Genetic Algorithm (QGA). The employed QGA determines the pixelated topology of the antenna structure, its feeding point, and the position of the single switch reconfiguring the antenna's frequency operation. As a result, the antenna operates at 868 MHz and 1.865 GHz when the switch is ON and regains operation at 2.4 GHz when the switch is OFF. In addition, the antenna size is reduced by 87% at 868 MHz, in comparison with planar antennas operating at the same frequency. The presented reconfigurable antenna can be proposed for Wi-Fi enabled Internet of Things (IoT) devices' integration.","","978-1-7281-4670-6","10.1109/APS/URSI47566.2021.9704801","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9704801","Folded antenna;IoT;Miniaturization;Quantum Genetic Algorithm;Small antenna;Reconfiguration;Automated Design","Radio frequency;Switches;Planar arrays;Antenna feeds;Topology;Internet of Things;Antennas","","5","","7","IEEE","16 Feb 2022","4-10 Dec. 2021","4-10 Dec. 2021","IEEE","IEEE Conferences"
"Dual-Port Endfire Millimeter Wave Reconfigurable Antenna with Optimized Pixel Surface","S. Tang; Y. Zhang; J. Rao; T. Qiao; C. -Y. Chiu; R. Murch",Department of Electronic and Computer Engineering; Department of Electronic and Computer Engineering; Department of Electronic and Computer Engineering; Department of Electronic and Computer Engineering; Department of Electronic and Computer Engineering; Department of Electronic and Computer Engineering,2023 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (USNC-URSI),"7 Sep 2023","2023","","","969","970","A dual-port 1×2 antenna array incorporating a parasitic pixel surface in front of the array is proposed. By optimizing the pixel surface, different radiation patterns can be provided by each port. To demonstrate the effectiveness of the approach, a dual-port design, with patterns directed to 112° and 66° and gains of 7.87 dBi and 6.95 dBi respectively at 28 GHz, is provided. A feature of the design is that no RF switches are needed in the pixel surface. The proposed antenna array can be suitable for future fifth-generation (5G) wireless communication systems.","1947-1491","978-1-6654-4228-2","10.1109/USNC-URSI52151.2023.10237805","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10237805","","Wireless communication;Radio frequency;Surface waves;5G mobile communication;Reflector antennas;Reflection coefficient;Millimeter wave communication","","","","5","IEEE","7 Sep 2023","23-28 July 2023","23-28 July 2023","IEEE","IEEE Conferences"
