"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Unifying probe effect and array effect to detect transcribed fragments in tiling arrays","Q. Gao; Y. Jia; C. Cheng; F. Yu","The Seventh Research Division and the Department of Systems and Control, Beihang University (BUAA), Beijing 100191, China; The Seventh Research Division and the Department of Systems and Control, Beihang University (BUAA), Beijing 100191, China; The Seventh Research Division and the Department of Systems and Control, Beihang University (BUAA), Beijing 100191, China; School of Electrical Engineering and Automation, Henan Polytechnic University, Jiaozuo 454000, China",Proceedings of the 30th Chinese Control Conference,"25 Aug 2011","2011","","","5614","5618","In this paper, we present a model to elaborate the sources of randomness in multiple tiling array data. We also propose a new probe score system which integrate the intensity information of a probe and its neighbors. This new score system is obtained by using slide window and median polish strategies. These strategies firstly unify probe affect across probes and the array effect across arrays based on the region-specific fixed values interpreting the transcription levels of regions in probes, then unite these unified information into the region-specific fixed values. And this united information become a new standard to evaluate that probes are or aren't in transcriptional regions. Similar to median method, our method is a way that integrate the information from multiple arrays in the analysis stage rather than the results stage. A classical hidden Markov model (HMM) is used to model the distribution of tilling array probe scores in transcribed and non-transcribed regions and then to predict the transcribed fragments. The priority of the proposed score system is illustrated based on Affymetrix's RNA tiling array data.","2161-2927","978-988-17255-9-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6000511","Tiling arrays;Slide window;Median polish;Probe effect;Array effect","Probes;Arrays;Hidden Markov models;Bioinformatics;Humans;Genomics;Biological system modeling","","","","24","","25 Aug 2011","22-24 July 2011","22-24 July 2011","IEEE","IEEE Conferences"
"Design aspects of fragmented patch elements for phased arrays","H. Steyskal; D. Hanna","Sensors Directorate, Air Force Research Laboratory, MA, USA; Sensors Directorate, Air Force Research Laboratory, MA, USA",2007 IEEE Antennas and Propagation Society International Symposium,"6 Dec 2007","2007","","","141","144","With an idealized feed, fragmented patches with plusmn45deg scan and octave bandwidth are relatively easy to design. However, with a realistic feed the obtainable bandwidth is degraded. One reason is that the vertical feed drastically alters the electric field distribution under the patch, making it more difficult or perhaps impossible for the GA to find an equally good solution. A second reason may be that our present GA is unable to find the global optimum, since GA solutions are sensitive to the particular representation of the degrees of freedom used.","1947-1491","978-1-4244-0877-1","10.1109/APS.2007.4395450","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4395450","","Phased arrays;Feeds;Sensor arrays;Bandwidth;Wideband;Finite difference methods;Time domain analysis;High performance computing;Coaxial components;Strips","","7","","5","IEEE","6 Dec 2007","9-15 June 2007","9-15 June 2007","IEEE","IEEE Conferences"
"Patterned magnetic bar array for high-throughput DNA detection","L. A. Roberts; A. M. Crawford; S. Zappe; M. Jain; R. L. White","Stanford Genome Technology Center, Palo Alto, CA, USA; Materials Science Department, Stanford University, Stanford, CA, USA; Ginzton Laboratories, University of Stanford, Stanford, CA, USA; ParAllele Bioscience, San Francisco, CA, USA; Materials Science Department, Stanford University, Stanford, CA, USA",IEEE Transactions on Magnetics,"24 Aug 2004","2004","40","4","3006","3008","We have developed a simple elegant system based on an array of thin-film magnetic bars for creating a two-dimensional array of paramagnetic polymer beads that can be functionalized to bind fluorescently labeled DNA fragments. The resulting array can be scanned using conventional optical fluorescence instruments, to quantify the relative abundance of specific DNA sequence fragments in a biological sample. Parallel analysis for a large number of target DNA fragments is possible with such a system. The magnetic array generation system is inexpensive to fabricate, easy to use, and reusable. It has applications in DNA variation detection, pathogen detection, and DNA fingerprinting.","1941-0069","","10.1109/TMAG.2004.829811","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1325714","","DNA;Fluorescence;Optical arrays;Magnetic films;Polymer films;Bars;Paramagnetic materials;Biomedical optical imaging;Optical polymers;Instruments","","8","18","4","IEEE","24 Aug 2004","July 2004","","IEEE","IEEE Journals"
"Wideband Phased Array Antenna Design with Fragmented Combiner Technology","D. W. Landgren; T. Brunasso; J. B. Dee; J. Perez; D. J. P. Dykes; J. M. Marsh; C. P. Hunter; K. W. Allen","Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA; Advanced Concepts Laboratory, Georgia Institute of Technology, Atlanta, GA, USA",NAECON 2018 - IEEE National Aerospace and Electronics Conference,"6 Dec 2018","2018","","","602","606","In this work, a novel fragmented combiner network is designed to excite a planar phased array antenna, comprised of 4x4 elements with a single RF port (i.e. 16:1). The antenna system, intended for receive (Rs) applications, was engineered with ultra-wideband (UWB) performance that covers portions of the L-, S-, and C-bands. The unit cell design consists of a printed circuit board (PCB) stack-up with a driven aperture layer that is DC connected with a single metal pin to a fragmented combiner layer. This single connection indicates that the antenna is unbalanced and therefore no balun or differential amplifier is required. Additionally, there are no vias required for this unbalanced array, allowing for this concept to be easily scaled to lower or higher frequencies. Further, the fragmented combiner is a PCB-based component, which eliminates the need for traditional commercial-off-the-shelf (COTS) components e.g. Wilkinson chips for this specific application. The simulated results of this unbalanced phased array with a fragmented combiner network are discussed and experimentally validated.","2379-2027","978-1-5386-6557-2","10.1109/NAECON.2018.8556798","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8556798","","Phased arrays;Radio frequency;Baluns;Printed circuits;Receiving antennas;Computer architecture;Radar antennas;Ultra wideband antennas;Telemetry;Wideband","","2","","19","IEEE","6 Dec 2018","23-26 July 2018","23-26 July 2018","IEEE","IEEE Conferences"
"A novel approach to identify shared fragments in drugs and natural products","A. Balasubramanya; I. Thapa; D. Bastola; D. Ghersi","Information Systems and Quantitative Analysis Department, University of Nebraska at Omaha, Omaha, NE; School of Interdisciplinary Informatics, University of Nebraska at Omaha, Omaha, NE; School of Interdisciplinary Informatics, University of Nebraska at Omaha, Omaha, NE; School of Interdisciplinary Informatics, University of Nebraska at Omaha, Omaha, NE",2015 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"17 Dec 2015","2015","","","575","580","Fragment-based approaches have now become an important component of the drug discovery process. At the same time, pharmaceutical chemists are more often turning to the natural world and its extremely large and diverse collection of natural compounds to discover new leads that can potentially be turned into drugs. In this study we introduce and discuss a computational pipeline to automatically extract statistically overrepresented chemical fragments in therapeutic classes, and search for similar fragments in a large database of natural products. By systematically identifying enriched fragments in therapeutic groups, we are able to extract and focus on few fragments that are likely to be active or structurally important as scaffolds. We show that several therapeutic classes (including antibacterial, antineoplastic, and drugs active on the cardiovascular system, among others) have enriched fragments that are also found in many natural compounds. Further, our method is able to detect fragments shared by a drug and a natural product even when the global similarity between the two molecules is generally low. A further development of this computational pipeline is to help predict putative therapeutic activities of natural compounds, and to help identify novel leads for drug discovery.","","978-1-4673-6799-8","10.1109/BIBM.2015.7359746","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7359746","","Drugs;Immune system;Anesthetic drugs;Arrays;Databases;Focusing;Compounds","","","","25","IEEE","17 Dec 2015","9-12 Nov. 2015","9-12 Nov. 2015","IEEE","IEEE Conferences"
"Warhead Fragments’ Distribution Measurement Method by a Multiscreen Sensors’ Intersection Test Mechanism and Equivalent Target Damage Probability Calculation","H. Li; X. Zhang; X. Zhang; J. Gao","School of Electronic and Information Engineering, Xi’an Technological University, Xi’an, China; School of Electronic and Information Engineering, Xi’an Technological University, Xi’an, China; School of Electronic and Information Engineering, Xi’an Technological University, Xi’an, China; School of Electronic and Information Engineering, Xi’an Technological University, Xi’an, China",IEEE Transactions on Instrumentation and Measurement,"21 May 2021","2021","70","","1","9","To scientifically evaluate the damage effectiveness of a projectile explosion on the equivalent target, this article studies a warhead fragment distribution parameters' measurement method based on a six-screen-sensors' intersection test system; establishes a parameter calculation model of the warhead fragment hitting the equivalent target, the time and space constraints' discriminant model of six infrared detection screens, and the time-value-matching model of multiple warhead fragments; and gives the calculation of the specific fragment distribution position and the time-matching algorithm of each infrared detection screen. According to the obtained warhead fragment parameters, a calculation method of the damage probability of equivalent target is constructed. Through experiments and analysis, it is verified that the established warhead fragment parameter measurement method and the damage probability model of the equivalent target are scientific.","1557-9662","","10.1109/TIM.2021.3079557","National Natural Science Foundation of China(grant numbers:62073256); Key Science and Technology Program of Shaanxi Province(grant numbers:2020GY-125); Xi’an Science and Technology Innovation Talent Service Enterprise Project(grant numbers:2020KJRC0041); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9429254","Damage probability;density;equivalent target;multiscreen sensors’ intersection test system;warhead fragments","Sensors;Sensor systems;Sensor arrays;Receivers;Projectiles;Probability;Testing","","6","","18","IEEE","12 May 2021","2021","","IEEE","IEEE Journals"
"A 2x2 Dual-polarization Wideband Microstrip Antenna Array for Ku-band Satellite Applications","A. Omar; A. Omar; J. Hawwary","Chair of Microwave and Communication Engineering, University of Magdeburg, Magdeburg, Germany; Chair of Microwave and Communication Engineering, University of Magdeburg, Magdeburg, Germany; Chair of Microwave and Communication Engineering, University of Magdeburg, Magdeburg, Germany",2022 45th International Conference on Telecommunications and Signal Processing (TSP),"18 Aug 2022","2022","","","338","341","In this paper, a design of a dual polarization wideband microstrip antenna array is presented. The proposed antenna array comprises four element structure arranged in 2x2 layout. A corporate feed network is used to feed the input signals to the antenna elements. The array designed to resonates at 11.7 GHz but provides a wide bandwidth around 4 GHz. The antenna array was first theoretically designed, simulated and analyzed to investigate its performance characteristics. The antenna array was then fabricated and measured in order to verify the resulted performance parameters with the proposed simulated design. The array is aimed to be used as a core design sub-unit to form higher order arrays, which can be deployed in satellite applications as its bandwidth covers a considerable fragment of the Ku-band up to 14 GHz. The designed antenna array is easily scalable to provide a reliable performance at other frequency bands to serve numerous applications. An expansion to form higher order arrays is also possible providing that the feed network is redesigned to insure a matched distribution of the feed signals to the new array elements and layout.","","978-1-6654-6948-7","10.1109/TSP55681.2022.9851393","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9851393","Microstrip Antenna Array;Aperture Coupling;Dual Polarization;Ku-Band;Matched Feed Network;Rohacell;Wideband","Antenna measurements;Microstrip antenna arrays;Satellite antennas;Satellites;Array signal processing;Microstrip antennas;Antenna feeds","","1","","17","IEEE","18 Aug 2022","13-15 July 2022","13-15 July 2022","IEEE","IEEE Conferences"
"Design of a scalable DNA shearing system using phased-array ultrasonic transducer","K. Dev; S. Sharma; V. Vivek; B. Hadimioglu; Y. Massoud","ECE Department, Rice University, Houston, TX, USA; Microsonic Systems San Jose, CA, USA; Microsonic Systems San Jose, CA, USA; Microsonic Systems San Jose, CA, USA; ECE Department, University of Alabama at Birmingham, Birmingham, AL, USA","2011 18th IEEE International Conference on Electronics, Circuits, and Systems","16 Jan 2012","2011","","","129","132","In this paper, we present the design of a Deoxyribonucleic Acid (DNA) shearing system based on unique acoustic waves generated using a phased-array transducer. Four 90° sector-transducers are used to build a circular array transducer. Each 90°-transducer is excited with separate RF signal of same or different phase. The proposed transducer structure generates bulk lateral ultrasonic waves in the DNA sample; the lateral waves produce both convergence and vortexing effects in the sample. The converged lateral acoustic waves are required to break the DNA sample-meniscus inside the tube and the rotational component of acoustic field is used to recirculate the DNA sample to get homogeneous shearing with tight fragment distribution. Finally, we present the experimental results of DNA sheared to different mean fragment sizes using the proposed system and validate the shearing-capability of the proposed system.","","978-1-4577-1846-5","10.1109/ICECS.2011.6122231","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6122231","","DNA;Transducers;Shearing;Acoustics;RF signals;Arrays;Radio frequency","","1","1","6","IEEE","16 Jan 2012","11-14 Dec. 2011","11-14 Dec. 2011","IEEE","IEEE Conferences"
"Dynamic finite-element simulation on the phased array radar antenna multiplex damage by fragment and shock wave","Y. Lv; Q. Shi; G. Wang; F. Liu; Y. Xu; G. Li; X. -J. Zou","Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Equipment Command and Management Department, Mechanical Engineering College, Shijiazhuang, China; Unit 57 No. 94595 Troops, People's Liberation Army, Weifang, China","2012 International Conference on Quality, Reliability, Risk, Maintenance, and Safety Engineering","23 Jul 2012","2012","","","929","933","Based on the nonlinear dynamic explicit finite element software LS-DYNA 3D, the parameters of detonator and Constitutive models of air, fragment and the Phased Array Radar Antenna Equivalent panel were ascertained. Numerical Simulation of target multiplex damage of fragment and shock wave was processed. The simulation results of shock wave overpressure, the board plastic deformation and the camber of the board unit near the perforation are consistent with theoretical analysis and experiments, the simulation method and parameters are proved to be reliable and helpful for researching the equipment structural impact multiplex damage caused by fragment and blast. and the paper put forth a reasonable and convenient method which can analyze the weapon equipment structural impact multiplex damage mechanism caused by fragment and wave.","","978-1-4673-0788-8","10.1109/ICQR2MSE.2012.6246377","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6246377","fragment and shock wave;multiplex damage;LS-DYNA;antenna equivalent panel","Shock waves;Mathematical model;Multiplexing;Finite element methods;Equations;Explosives;Materials","","1","","9","IEEE","23 Jul 2012","15-18 June 2012","15-18 June 2012","IEEE","IEEE Conferences"
"Simulation on the radiation characteristic of planar array antenna subjected to the single-hole damage","F. Liu; Q. Shi; G. Wang; X. Ni; X. Cai","Department of Management, Ordnance Engineering College, Shijiazhuang, China; Department of Management, Ordnance Engineering College, Shijiazhuang, China; Department of Management, Ordnance Engineering College, Shijiazhuang, China; Department of Management, Ordnance Engineering College, Shijiazhuang, China; Unit 96166, PLA, Shaoguan, China","2013 International Conference on Quality, Reliability, Risk, Maintenance, and Safety Engineering (QR2MSE)","10 Oct 2013","2013","","","1184","1188","Base on the characteristic of a rectangular grid planar array antenna, the far field of a damaged antenna is modeled. A simulation of penetration condition totally for single-fragments is developed using the software ANSYS/LS-DYNA. The penetration of antenna with 0° attack angel and 800m/s velocity is simulated using Johnson-Cook material model, and we can gain the penetrated distortion data. Finally, through the simulation using MATLAB, a study was used to verify the influence characteristics between the position of the damage circle and the radiation characteristic of the antenna.","","978-1-4799-1016-8","10.1109/QR2MSE.2013.6625779","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6625779","rectangular grid;finite element simulation;array element damage;radiation pattern component","Arrays;Radar antennas;Finite element analysis;Tungsten;Radar;Phased arrays;Antenna radiation patterns","","","","8","IEEE","10 Oct 2013","15-18 July 2013","15-18 July 2013","IEEE","IEEE Conferences"
"The Novel Band-Pass Re-Entrant Filters to Eliminate the Scan Blindness in Phased Array Antennas on a Base of the Center-End-Fed Dipole-Like Radiators","S. A. Alekseytsev; A. P. Gorbachev; Y. N. Parshin","Department of Data Collection and Processing Systems, Novosibirsk State Technical University, Novosibirsk, Russia; Department of Radio Receiving and Radio Transmitting Devices, Novosibirsk State Technical University, Novosibirsk, Russia; Laboratory for the development of broadband microwave systems and devices, Novosibirsk State Technical University, Novosibirsk, Russia","2024 IEEE 3rd International Conference on Problems of Informatics, Electronics and Radio Engineering (PIERE)","25 Dec 2024","2024","","","160","164","This presentation deals with the novel band-pass filter structures, containing the full screening fragments. The novel band-pass filter proposed behaves the elliptic-function-like frequency response related to the insertion loss or, in other words, to the input reflection coefficient. These results were performed in the “Radio and Electronic Department” of the Novosibirsk State Technical University. As would be described, the band-pass filter incorporated into radio frequency assembly of the identical radiators (in other words: into the phased array antennas), opens up a potential opportunity to reduce the mutual coupling and widen the scan range in terms of the blindness and suppression of the quasi-transverse electromagnetic mode along the E-plane in the linear dipole-like phased arrays. To understand better, the nontraditional dipole-like radiator is described in details. Its three-dimensional architecture contains the novel re-entrant two-way power divider that is based on the metallic fragment like the hollow pipe with rectangular cross-section. The below-described methods in the manufacturing of filters and dipole-like radiators will allow to be used in the modified version of the radio frequency telecommunication systems including satellite equipment.","","979-8-3315-1632-1","10.1109/PIERE62470.2024.10804898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10804898","Dual-band operation;frequency response;full screening;antennas;re-entrant structures","Phased arrays;Band-pass filters;Filters;Three-dimensional displays;Dipole antennas;Satellite broadcasting;Blindness;Telecommunications;Reflection coefficient;Linear antenna arrays","","1","","25","IEEE","25 Dec 2024","15-17 Nov. 2024","15-17 Nov. 2024","IEEE","IEEE Conferences"
"Calculation Model and Method of Target Damage Efficiency Assessment Based on Warhead Fragment Dispersion","H. Li; X. Zhang; X. Zhang","School of Electronic and Information Engineering, Xi’an Technological University, Xi’an, China; School of Electronic and Information Engineering, Xi’an Technological University, Xi’an, China; School of Electronic and Information Engineering, Xi’an Technological University, Xi’an, China",IEEE Transactions on Instrumentation and Measurement,"16 Nov 2020","2021","70","","1","8","There are many uncertain information and incompleteness factors on warhead fragments dispersion and the self-destructive factors of target damage. It is very difficult to scientifically give a target damage efficiency assessment calculation method of a proximity warhead fragments group. This article proposes a warhead fragments dispersion parameters' measurement method using the intersection of two light-field cameras and a target damage efficiency assessment calculation method with a multiparameter correlation of warhead fragments dispersion under uncertain information. We research a correlation mechanism between warhead fragments parameters and target damage efficiency. Warhead fragments parameters are combined with the projectile burst location to establish a distribution density function under warhead fragments dispersion with uncertain information. The point trajectory rules of warhead fragments are utilized to set up the spatial position calculation model of warhead fragments hitting the 3-D surface of the target to give the calculation method of the target damage area caused by proximity warhead fragments. The damaged area combined with the damage characteristics of the target itself is used to establish a damage probability calculation model of warhead fragments dispersion to the target under the multi-intersection status of the projectile and target. Simulation analysis reveals the change rule of proximity warhead fragments parameters and target damage efficiency. Experimental results verified the calculation model of target damage efficiency of warhead fragments with uncertain information scientific. These research achievements can provide a scientific theory foundation for ammunition safety measurement, air defense campaign efficiency assessment, and smart ammunition damage efficiency assessment and have high scientific theory research value.","1557-9662","","10.1109/TIM.2020.3017039","Project of the National Natural Science Foundation of China(grant numbers:61773305); Key Programs of Shaanxi Science and Technology Department(grant numbers:2020GY-125); Xi’an Science and Technology Innovation Talent Service Enterprise Project(grant numbers:2020KJRC0041); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9169661","Distribution density;light-field camera;projectile proximity;target damage efficiency;warhead fragment dispersion","Cameras;Dispersion;Projectiles;Explosions;Measurement by laser beam;Time measurement;Optical imaging","","5","","21","IEEE","17 Aug 2020","2021","","IEEE","IEEE Journals"
"A hybridization model for tiling array analysis","Q. Wang; L. Wang; M. Qian; M. Deng","Center for Theoretical Biology, Peking University, Beijing, China; School of Mathematical Sciences, Peking University, Beijing, China; Center for Theoretical Biology, School of Mathematical Sciences, Peking University, Beijing, China; Center for Theoretical Biology, School of Mathematical Sciences, Peking University, Beijing, China",2010 IEEE International Conference on Bioinformatics and Biomedicine Workshops (BIBMW),"28 Jan 2011","2010","","","148","151","Tiling array is one type production of Affymetrix short oligonucleotide microarrays to map transcriptional factor binding sites (TFBS) at a high resolution. In order to estimate the quantity of target sequences of probes, we model the binding behavior between probes and DNA sequences at molecular interaction level and term it hybridization model for tiling array analysis (HMT). In our model, the binding behavior is affected by two main factors: the concentration of DNA fragments and the binding affinity of one probe with its target and off-target sequences. HMT mainly models the influence of binding affinity and gains the relative short DNA fragment abundance effectively. Results of comparison with another popular method suggest that HMT characterizes the hybridization mechanism of tiling array significantly. Another advantage of our model is that it is based on only one array and therefore can be easily extended to multiple arrays as well as other oligonucleotide array platforms.","","978-1-4244-8304-4","10.1109/BIBMW.2010.5703789","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5703789","","Probes;Arrays;Bioinformatics;Genomics;Analytical models;Mathematical model;DNA","","","","10","IEEE","28 Jan 2011","18-18 Dec. 2010","18-18 Dec. 2010","IEEE","IEEE Conferences"
"Fragmented aperture antenna design of miniaturized GPS CRPA: model and measurements","J. G. Maloney; B. N. Baker; J. J. Acree; J. W. Schultz; J. A. Little; D. D. Reuster","Signature Technology Lab, Georgia Tech Research Institute, Georgia Institute of Technology, Atlanta, GA, USA; Signature Technology Lab, Georgia Tech Research Institute, Georgia Institute of Technology, Atlanta, GA, USA; Signature Technology Lab, Georgia Tech Research Institute, Georgia Institute of Technology, Atlanta, GA, USA; Signature Technology Lab, Georgia Tech Research Institute, Georgia Institute of Technology, Atlanta, GA, USA; Spectra Research, Dayton, OH, USA; Spectra Research, Dayton, OH, USA",2007 IEEE Antennas and Propagation Society International Symposium,"6 Dec 2007","2007","","","3784","3787","A new approach to developing miniaturized GPS antennas suitable for use in CRPA anti-jam arrays is presented. The approach leverages recent advances in fragmented aperture antenna design and manufacturing. This approach uses a combination of FDTD simulations combined with genetic optimization.","1947-1491","978-1-4244-0877-1","10.1109/APS.2007.4396363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4396363","Fragmented Aperture;Antenna;GPS;CRPA","Aperture antennas;Global Positioning System;Antenna measurements;Antenna arrays;Finite difference methods;Frequency;Time domain analysis;Jamming;Patch antennas;Radiofrequency interference","","6","2","6","IEEE","6 Dec 2007","9-15 June 2007","9-15 June 2007","IEEE","IEEE Conferences"
