"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Characteristics of a broad-band wide-scan fragmented aperture phased array antenna","A. Ellgardt; P. Persson","Division of Electromagnetic Engineering, Royal Institute of Technology, Stockholm, Sweden; Division of Electromagnetic Engineering, Royal Institute of Technology, Stockholm, Sweden",2006 First European Conference on Antennas and Propagation,"1 Aug 2008","2006","","","1","5","In this paper a phased array antenna is described that is designed with the help of a genetic algorithm for scan angles out to 60° from broadside. The focus is on simplifying the manufacturing of the diagonally adjoining pixels and on numerical results for thin antennas. The effects of the corner to corner contacts are studied and results for two synthesized elements ar Test and measurement requirements on wireless devices","2164-3342","978-92-9092-937-6","10.1109/EUCAP.2006.4584710","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4584710","fragmented aperture;broad-band;phased array;wide-scan","Phased arrays;Antenna arrays;Aperture antennas;Dielectric substrates;Manufacturing;Dielectric constant;Algorithm design and analysis;Genetic algorithms;Dielectric materials;Radar antennas","","6","2","7","","1 Aug 2008","6-10 Nov. 2006","6-10 Nov. 2006","IEEE","IEEE Conferences"
"Compact dual-band bow-tie MIMO antennas with fragment-type isolation structure","D. Lu; L. Wang; Y. Du; X. Wu; G. Wang","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Key Laboratory of Electromagnetic Space Information, Chinese Academy of Sciences, Hefei, China",12th European Conference on Antennas and Propagation (EuCAP 2018),"9 Dec 2018","2018","","","1","4","Compact dual-band bow-tie MIMO antennas with fragment-type isolation structure are presented. The proposed bow-tie MIMO antennas include both canonical structures defining the radiators and fragment structures defining the isolator. In the design, MOEA/D-DE for optimization of canonical structures and MOEA/D-GO for optimization of fragment structures are combined and iterated. After implementing the compound optimization, both simulation and measurement show that the return loss is higher than 10dB and isolation is higher than 25dB in the dual bands of 2.45–2.75GHz and 3.35–3.9GHz. Based on the overall performance, the proposed array can be employed for MIMO wireless communication systems like WiMAX.","","978-1-78561-816-1","10.1049/cp.2018.1120","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8568798","fragment-type isolation;dual-band antennas;multi-objective optimization","","","","","","","9 Dec 2018","9-13 April 2018","9-13 April 2018","IET","IET Conferences"
"Miniaturized Dipole antenna using Koch fractal technique for wearable application","P. Patel; K. Dwibedi; R. Poonkhuzhali; D. Thiripurasundari; Z. C. Alex","School of Electronics Engineering, VIT University, Vellore, Tamil Nadu, India; School of Electronics Engineering, VIT University, Vellore, Tamil Nadu, India; School of Electronics Engineering, VIT University, Vellore, Tamil Nadu, India; School of Electronics Engineering, VIT University, Vellore, Tamil Nadu, India; School of Electronics Engineering, VIT University, Vellore, Tamil Nadu, India",2013 International Conference on Communication and Signal Processing,"15 Aug 2013","2013","","","734","737","In this paper, Koch iteration Technique is applied to a Dipole antenna to get second iteration version of Koch fractal antenna. The performance properties of Koch fractal Dipole for 450MHZ have been primarily indicated to its fractal geometry. The Koch geometry is used to reduce the overall size of the antenna. The size of designed Antenna is reduced around 32% compared to conventional dipole at designed frequency. The Koch fractal antenna is designed, fabricated and characterized on a wearable (jeans) substrate. Simulations are done in CST MICROWAVE STUDIO.","","978-1-4673-4866-9","10.1109/iccsp.2013.6577153","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6577153","Dipole Antenna;Fractal geometry;Koch Fractal Dipole Antenna;Wearable Antenna","Dipole antennas;Fractals;Antenna measurements;Fractal antennas;Loss measurement;Educational institutions","","13","","8","IEEE","15 Aug 2013","3-5 April 2013","3-5 April 2013","IEEE","IEEE Conferences"
"Aperture-coupled fragmented microstrip phased array","H. Dagan; R. Shavit; R. Yitzhak; O. Becker","Electrical and Computer Engineering Department, Ben-Gurion University of the Negev, Beer-Sheva, Israel; Electrical and Computer Engineering Department, Ben-Gurion University of the Negev, Beer-Sheva, Israel; Electrical and Computer Engineering Department, Ben-Gurion University of the Negev, Beer-Sheva, Israel; ELTA Sys. Ltd, Ashdod, Israel",2010 IEEE 26-th Convention of Electrical and Electronics Engineers in Israel,"13 Dec 2010","2010","","","000178","000181","An aperture-coupled fed fragmented infinite microstrip array is presented. Each element in this antenna consists of a fragmented patch on top, unlike a standard microstrip antenna array made of rectangular patches. The use of a fragmented patch allows obtaining a bandwidth of 58%. The fragmented patch acts as a set of coupled resonators supporting a broad range of frequencies. This antenna element is analyzed as a unit cell in a phased array, in a way that allows scanning within a range of θ = 0° ÷ 40°, in both planes (E and H).","","978-1-4244-8682-3","10.1109/EEEI.2010.5661894","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5661894","microstrip antenna;fragmented;aperture-coupled;PSO algorithm;genetic algorithm","Optimization;Arrays;Substrates;Microstrip;Microstrip antenna arrays;Microstrip antennas;Gallium","","2","","5","IEEE","13 Dec 2010","17-20 Nov. 2010","17-20 Nov. 2010","IEEE","IEEE Conferences"
"A microstrip reflectarray antenna using random fragmented elements combined with metal loops for mutual coupling suppression","L. Yufeng; C. Xing","College of Physics and Electronic Engineering, Shanxi University, Taiyuan, China; College of Electronics and Information Engineering, Sichuan University, Chengdu, China",2016 IEEE MTT-S International Conference on Numerical Electromagnetic and Multiphysics Modeling and Optimization (NEMO),"8 Sep 2016","2016","","","1","2","A microstrip reflectarray antenna using fragmented patches as its reflection elements is proposed. The fragmented patch is gridded into 2N×2N pixels, each of which is randomly assigned either conducting or non-conducting property, and in this way different reflection phases is provided owing to their variable configurations. A microstrip reflectarray antenna with 7×7 fragmented elements is designed, but the numerical simulation finds that there exists strong multi-coupling between the fragmented elements. To suppress the mutual coupling, a metal loop is added around every fragmented element. Both the simulation and measurement results show that the microstrip reflectarray antenna improves its gain over 1.9 dB (from 17.8 dBi to 19.7 dBi) by using the mutual coupling suppression technique.","","978-1-4673-8762-0","10.1109/NEMO.2016.7561672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7561672","microstrip reflectarray;random fragmented patch;mutual coupling","Microstrip antennas;Reflector antennas;Metals;Microstrip;Mutual coupling;Reflection;Antenna measurements","","","","3","IEEE","8 Sep 2016","27-29 July 2016","27-29 July 2016","IEEE","IEEE Conferences"
"Design of High-Isolation Fragment-Type 5G Base Station Antennas with MOEA/D-GO","D. Lu; J. Zhao","The 38th Research Institute of China Electronics Technology Group Corporation, China; The 38th Research Institute of China Electronics Technology Group Corporation, China",2020 International Symposium on Antennas and Propagation (ISAP),"5 Apr 2021","2021","","","467","468","A simple base station antenna is proposed by using two bow-tie dipoles orthogonally printed on different sides of PCB and fed with straight coaxial cables. High isolation and return loss are enhanced by optimization searching for the best distribution of fragment-type structures. A simple scheme for joint optimization is applied by introducing a compound design matrix for MOEA/D-GO, which describes both the fragment-type and the key canonical structures in one design matrix. For demonstration, an antenna is designed for China's 5G band of 3.3-3.6 GHz, which achieves return loss of 20 dB and isolation of 40 dB.","","978-4-88552-326-7","10.23919/ISAP47053.2021.9391504","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9391504","Multi-objective optimization;base station antennas;5G;high isolation","Base stations;Isolators;Transmission line matrix methods;Dipole antennas;5G mobile communication;Compounds;Optimization","","1","","4","","5 Apr 2021","25-28 Jan. 2021","25-28 Jan. 2021","IEEE","IEEE Conferences"
"Design of Wideband Base Station Antenna by Involving Fragment-Type Structures on Dipole Arms","D. Wang; G. Wang; D. Lu; N. Yang; Q. Zhang","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; 38th Research Institute of China, Electronics Technology Group Corporation, Hefei, China; Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, China; Department of Computer Science, City University of Hong Kong, Hong Kong",IEEE Transactions on Antennas and Propagation,"27 Jul 2022","2022","70","7","5953","5958","Base station antenna usually requires dual-polarization operation with satisfactory input return loss, adequate dual-polarization isolation, stable gain, and half-power beamwidth (HPBW) in a wide bandwidth covering the entire or part of the mobile communication bands. Such comprehensive requirements provoke great challenges in antenna design. A novel design scheme is proposed by involving fragment-type structures (FTSs) in antenna and seeking for the optimal FTS by multiobjective optimization searching. The technique is demonstrated by improving crossed dipoles for operation in band ranging from 1.7 to 3.8 GHz. Part of the dipole arms can be gridded into cells and reconfigured by using FTS elements. For automatic optimization searching, a binary coding scheme for both the FTS distributions and canonical dipole structure dimensions is proposed. Simulation and measurement show that the optimal crossed dipole antenna may acquire a wide operation bandwidth of 76.3%, with the return loss higher than 15 dB, isolation higher than 30 dB, HPBW of 65° ± 5°, and gain of 9 dBi ± 0.65 dBi for ±45° polarizations.","1558-2221","","10.1109/TAP.2022.3161285","National Natural Science Foundation of China(grant numbers:62171423); Hong Kong General Research Fund(grant numbers:11208121); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9743599","Antenna;base station;dipoles;dual-polarization;isolation;multiobjective optimization;wideband antenna","Dipole antennas;Base stations;Optimization;Broadband antennas;Wideband;Antenna radiation patterns;Antennas","","15","","30","IEEE","28 Mar 2022","July 2022","","IEEE","IEEE Journals"
"Design of Fragment-Type Antenna Structure Using an Improved BPSO","J. Dong; Q. Li; L. Deng","School of Information Science and Engineering, Central South University, Changsha, China; School of Information Science and Engineering, Central South University, Changsha, China; School of Physics and Electronics, Central South University, Changsha, China",IEEE Transactions on Antennas and Propagation,"1 Feb 2018","2018","66","2","564","571","An improved binary particle swarm optimization (BPSO) algorithm is proposed for the design of high-dimensional, multifunctional, and compact fragment-type antenna (FTA). First, orthogonal array-based initialization instead of randomized initialization is employed to uniformly sample the design space for better population diversity. Then, a new transfer function with a time-variant transfer factor is proposed to improve the problem of easily falling into local optimum in basic BPSO. Experimental results of the two miniaturized FTA designs show that the proposed BPSO exhibits better convergence performance than that of other published discrete optimization algorithms and can provide excellent candidates for the internal miniaturized antenna designs in wireless and portable applications.","1558-2221","","10.1109/TAP.2017.2778763","National Key Research and Development Program of China(grant numbers:2017YFA0204600); National Science Foundation of China(grant numbers:61201086); Guangdong Provincial Science and Technology Project(grant numbers:2013B090500007); Dongguan Municipal Project on the Integration of Industry, Education and Research(grant numbers:2014509102205); Fundamental Research Funds for the Central Universities(grant numbers:2017zzts485); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8125135","Band-notched UWB antenna;binary particle swarm optimization (BPSO);fragment-type antenna (FTA);multiband antenna;orthogonal array (OA);transfer function","Transfer functions;Optimization;Sociology;Statistics;Microstrip antennas;Algorithm design and analysis","","75","","31","IEEE","30 Nov 2017","Feb. 2018","","IEEE","IEEE Journals"
"A Broadband Array with Unbalanced Feeds : Elements and Power Combiners Based on the Fragmented Aperture Principle","D. Landgren; T. Brunasso; K. Allen; D. Dykes; J. Kovitz; J. Perez; J. Dee; J. Marsh; C. Hunter; G. Smith","Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA; D & S Microwave Inc, Snellville, GA; Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA; Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA; Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA; Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA; Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA; Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA; Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA; Advanced Concepts Laboratory (ACL), Georgia Tech Research Institute (GTRI), Atlanta, GA",2019 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting,"31 Oct 2019","2019","","","1223","1224","A fully combined, fixed-beam, ultra-wideband array with unbalanced feeds is described. Both the array elements and power combiners are based on the fragmented aperture principle. Each was designed separately using a genetic algorithm, then combined to form an integrated version of the array. Measured results are reported including realized gain, and beamwidths in the principal planes.","1947-1491","978-1-7281-0692-2","10.1109/APUSNCURSINRSM.2019.8888550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8888550","antenna array;unbalanced feed;fragmented aperture;power combiner","Feeds;Gain;Apertures;Power combiners;Antenna arrays;Frequency measurement;Broadband antennas","","1","","4","IEEE","31 Oct 2019","7-12 July 2019","7-12 July 2019","IEEE","IEEE Conferences"
"Fragmented Antenna Realization Using Coupled Small Radiating Elements","N. Barani; J. F. Harvey; K. Sarabandi","Radiation Laboratory, University of Michigan, Ann Arbor, MI, USA; U.S. Army Research Office, Durham, NC, USA; Radiation Laboratory, University of Michigan, Ann Arbor, MI, USA",IEEE Transactions on Antennas and Propagation,"5 Apr 2018","2018","66","4","1725","1735","This paper reports on the feasibility of formation of an electrically large antenna at low frequencies using a number of miniaturized antennas through electromagnetic coupling for achieving high bandwidth. The proposed fragmented antenna system is intended for a swarm of small unmanned aerial vehicles in a linear flight formation. Inductively end-loaded folded dipole antennas are used as radiating elements. The small antennas are designed so that they can individually radiate with small bandwidth when isolated. The overall dimensions and the total mass of these fabricated elements are  $12 \times 10\times 10$  cm ( $0.096\lambda _{0}\times 0.08\lambda _{0}\times 0.08\lambda _{0}$  at 240 MHz) and 18 g (including the matching network), respectively. Each miniaturized antenna can only provide 2.4 MHz (~1%) bandwidth and  $25~\Omega $  input impedance. Having proper electromagnetic coupling between a cluster of three of such elements, measurement results demonstrate that the middle element can provide 18.4 MHz bandwidth (7.7%, 7.7 fold improvement) and  $126~\Omega $  input impedance when the other two elements are loaded with optimal reactive elements. Moreover, the proposed configuration shows 1 dB gain improvement at boresight direction. The effects of flight formation fluctuations on the coupled antennas are also investigated, and it is shown that as the separation distance between the coupled antennas increases, the input impedance and bandwidth enhancement decrease. To overcome this problem, a tunable matching circuit containing a single varactor is proposed. Measurement results are shown to be in good agreement with the simulation predictions.","1558-2221","","10.1109/TAP.2018.2806397","U.S. Army Research Office(grant numbers:W911NF-12-R-0012-04); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8292882","Antenna miniaturization;bandwidth enhancement;coupled antenna array;unmanned aerial vehicle (UAV)-mounted antenna","Dipole antennas;Bandwidth;Couplings;Impedance;Loaded antennas;Antenna arrays","","10","","28","IEEE","15 Feb 2018","April 2018","","IEEE","IEEE Journals"
"Design of High-Performance Band-Notched UWB Antenna with Surrogate Models","Y. Du","Key Lab of Aperture Array and Space Application (KLAASA), The 38th Research Institute of China Electronics Technology Group Corporation, Hefei, China",2024 IEEE 12th Asia-Pacific Conference on Antennas and Propagation (APCAP),"20 Feb 2025","2024","","","1","2","Fragment-defined patterns etched on antenna radiator have the potential to generate band notches of sharp roll-off. By defining separate objectives for roll-off criteria (ROCs) of bands to be notched, multi-objective optimization searching of the best etch pattern can be implemented to challenge the high ROCs. To improve the searching efficiency, surrogate models are proposed in the optimization searching, and it reaches a significant promotion of computation cost. For demonstration, dual band notches of ${\mathrm {R O C}}=0.63$ at the WiMAX band and ${\mathrm {ROC}} =0.7$ at the WLAN band are achieved, and the efficiency improvement is up to 40% in the proposed design example.","","979-8-3503-5101-9","10.1109/APCAP62011.2024.10881627","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10881627","Antenna;band notch;fragment-type structure;multi-objective optimization;surrogate models;ultra-wideband antenna","Wireless LAN;Costs;Computational modeling;Dual band;WiMAX;Search problems;Ultra wideband antennas;Computational efficiency;Optimization;Antenna radiation patterns","","","","5","IEEE","20 Feb 2025","22-25 Sept. 2024","22-25 Sept. 2024","IEEE","IEEE Conferences"
"Field symmetry, reflected in the design of antennas","L. D. Nechaj","Donetsk physical-technical Institute of the NAS of Ukraine named after A.A. Galkin, Donetsk, Ukraine",2013 IX Internatioal Conference on Antenna Theory and Techniques,"31 Oct 2013","2013","","","135","136","Antenna possesses geometric properties that characterize the quality of resonance, antenna has a main purpose: to increase the probability of the observed sharp resonance. Spherical, conical symmetry, cylindrical, coaxial symmetry, the symmetry of plane and the square are the main types of symmetry, which characterize the change in the field and can be used in various combinations for constructing a spatial structure of antennas. Thus, it turns out that in the constructions is enough use of separate fragments of symmetry.","","978-1-4799-2897-2","10.1109/ICATT.2013.6650702","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6650702","Antenna;geometric properties;resonance;symmetry;fractal","Dipole antennas;Receiving antennas;Transmitting antennas;Electromagnetic radiation;Oscillators","","","","2","IEEE","31 Oct 2013","16-20 Sept. 2013","16-20 Sept. 2013","IEEE","IEEE Conferences"
"A fragmented aperture-coupled microstrip antenna","N. Herscovici; J. Ginn; T. Donisi; B. Tomasic","Sensors Directorate, Air Force Research Laboratory, Bedford, MA, USA; University of Central Florida, Orlando, FL, USA; Ansoft Corporation, Pittsburgh, PA, USA; Sensors Directorate, Air Force Research Laboratory, Bedford, MA, USA",2008 IEEE Antennas and Propagation Society International Symposium,"9 Sep 2008","2008","","","1","4","This paper summarizes an effort to obtain a wideband aperture-coupled fragmented microstrip antenna. The antenna is modeled as a 2.5D structure, and is optimized using a genetic algorithm (GA). The realistic physical feed, a microstrip-fed slot, is also included in the optimization process.","1947-1491","978-1-4244-2041-4","10.1109/APS.2008.4620013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4620013","","Microstrip;Microstrip antennas;Broadband antennas;Optimization;Antennas;Aperture antennas;Phased arrays","","4","1","8","IEEE","9 Sep 2008","5-11 July 2008","5-11 July 2008","IEEE","IEEE Conferences"
"An Efficient Method for Complex Digitally Coded Antenna Design Based on Evolutionary Computation and Machine Learning Techniques","T. Wu; B. Liu; Q. Hua; M. O. Akinsolu; D. P. Buch; J. J. Adams; M. Ali Imran; P. Lazaridis; R. Pei; P. Excell","James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; Department of Engineering, University of Huddersfield, Huddersfield, U.K.; Faculty of Computing and Engineering, Wrexham Glyndwr University, Wrexham, U.K.; North Carolina State University, Raleigh, NC, USA; North Carolina State University, Raleigh, NC, USA; James Watt School of Engineering, University of Glasgow, Glasgow, U.K.; Department of Engineering, University of Huddersfield, Huddersfield, U.K.; Xi’an Jiaotong-Liverpool University, Suzhou, China; Faculty of Computing and Engineering, Wrexham Glyndwr University, Wrexham, U.K.",IEEE Transactions on Antennas and Propagation,"19 Dec 2025","2025","73","12","9734","9747","Digitally coded antennas (DCAs), also called pixelized or fragmented antennas, show high potential for improving performance and size via unconventional structures. However, the bottleneck is the resolution that can be handled. When the resolution is more than a few hundred pixels, optimization quality and efficiency become severe challenges. Therefore, a new method, called digitally coded antenna-oriented surrogate model-assisted evolutionary algorithm (DC-SADEA), is presented in this article. The key innovations include: 1) the introduction of an ensemble learning-based surrogate modeling method for mapping the DCA design variables to performances and 2) a bespoke surrogate model-assisted global optimization framework and genetic algorithm (GA) operators for DCAs. An ultrawideband antenna (about 1900 pixels) and the feeding part of a 5G outdoor base station antenna (about 1500 pixels) are used to demonstrate DC-SADEA. Measurement results demonstrate the effectiveness and efficiency of DC-SADEA.","1558-2221","","10.1109/TAP.2025.3618750","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11202352","Antenna design;antenna optimization;computationally expensive optimization;decision tree;digitally coded antenna (DCA);ensemble learning;fragment-type antennas;genetic algorithm (GA) antenna;pixelized antenna;surrogate modeling","Optimization;Antennas;Regression tree analysis;Design methodology;Genetic algorithms;Generative AI;Computational modeling;Training data;Shape;Dipole antennas","","","","55","Crown","14 Oct 2025","Dec. 2025","","IEEE","IEEE Journals"
"Shared Dipoles Inspired Horizontally Polarized Omnidirectional Antenna With Broad Bandwidth","J. -D. Peng; Y. Li; L. H. Ye; J. -F. Li; D. -L. Wu","School of Physics and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China; School of Physics and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China; School of Physics and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China; School of Physics and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China; School of Physics and Optoelectronic Engineering, Guangdong University of Technology, Guangzhou, China",IEEE Antennas and Wireless Propagation Letters,"5 Aug 2024","2024","23","8","2386","2390","A horizontal-polarized (HP) omnidirectional antenna with an extremely wide bandwidth and small gain variation is presented. To attain horizontally polarized omnidirectional performance and small size, eight shared dipoles, which are round-connected into an octagon-shaped array, are excited by a 1-to-8 power divider. To significantly improve the impedance matching and omnidirectional performance over a very broad operating frequency band, fragmented metal strips are introduced around the shared dipoles. In the proposed design, a desirable bandwidth of 92.3% (1.4 GHz to 3.8 GHz) is obtained under a compact size of π × (0.32λ0)2 × 0.01λ0, in which λ0 stands for the relevant wavelength at 1.40 GHz. Apart from that, the wideband antenna also attains excellent gain variation of smaller than 1.5 dB at the operating band.","1548-5757","","10.1109/LAWP.2024.3392802","National Natural Science Foundation of China(grant numbers:62071130,62271156); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10506975","Broadband antenna;horizontally polarized antenna;omnidirectional antenna;shared dipoles","Dipole antennas;Omnidirectional antennas;Metals;Bandwidth;Power dividers;Broadband antennas;Slot antennas","","7","","17","IEEE","23 Apr 2024","Aug. 2024","","IEEE","IEEE Journals"
